F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
FCM,9,Experiment,991,4,142,Control,Global Multiple Incongruent,291,0,47,0,E,Global,Multiple Congruent until P6,Congruent Stimuli with Target
FCM,9,Experiment,1112,6,159,Critical,Local Incongruent,291,0,52,0,A,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1202,5,172,Critical,Global Incongruent,291,0,55,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,712,5,102,Critical,Global Incongruent,291,0,40,0,K,Global,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,888,6,127,Control,Global Multiple Incongruent,291,0,51,0,E,Global,Multiple Congruent until P6,Congruent Stimuli with Target
JMF,10,Experiment,1091,6,156,Control,Local Multiple Absent,291,0,64,0,A,Local,1 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,509,5,73,Critical,Local Congruent at 2,291,0,23,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,544,5,78,Critical,Global Incongruent,291,0,23,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,562,2,81,Critical,Local Congruent at 2,291,0,23,0,E,Local,Congruent at 2,Congruent Stimuli with Target
JMJF,11,Experiment,800,2,115,Critical,Local Incongruent,291,0,30,0,U,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,976,3,140,Control,Global All Random,291,1,37,1,E,Global,All Random,Congruent Stimuli with Target
JMJF,11,Experiment,1187,4,170,Critical,Local Incongruent,291,0,39,0,K,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,489,6,70,Critical,Global Incongruent,291,0,50,0,K,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,931,7,133,Critical,Local Congruent at 2,291,0,100,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,999,5,143,Critical,Local Incongruent,291,0,114,0,U,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,419,6,60,Control,Global Multiple Incongruent,291,0,33,0,A,Global,Multiple Congruent until P6,Congruent Stimuli with Target
SEF,14,Experiment,935,4,134,Critical,Local Congruent at 2,291,0,78,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,178,3,26,Control,Global Multiple Incongruent,291,0,35,0,A,Global,Multiple Congruent until P6,Congruent Stimuli with Target
DCF,15,Experiment,691,5,99,Control,Local Multiple Absent,291,0,54,0,E,Local,6 Absent,Incongruent Stimuli without Target
DCF,15,Experiment,832,6,119,Critical,Local Congruent at 2,291,0,63,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1088,3,156,Control,Local Multiple Incongruent,291,1,79,1,E,Local,Multiple Congruent until P2,Incongruent Stimuli without Target
DCF,15,Experiment,1141,7,163,Critical,Global Incongruent,291,0,84,0,A,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,1160,5,166,Critical,Local Congruent at 2,291,0,84,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,408,2,59,Critical,Local Congruent at 2,291,0,29,0,G,Local,Congruent at 2,Congruent Stimuli with Target
LOF,16,Experiment,461,6,66,Critical,Local Congruent at 6,291,0,33,0,A,Local,Congruent at 6,Congruent Stimuli with Target
LOF,16,Experiment,725,4,104,Critical,Local Incongruent,291,0,44,0,G,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,1010,2,145,Critical,Global Incongruent,291,0,66,0,E,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,727,6,104,Critical,Global Congruent at 6,291,0,66,0,E,Global,Congruent at 6,Congruent Stimuli with Target
DMF,17,Experiment,973,7,139,Critical,Global Incongruent,291,0,79,0,G,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1086,1,156,Critical,Global Congruent at 6,291,0,40,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,1140,6,163,Critical,Local Congruent at 2,291,0,40,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,500,3,72,Critical,Global Congruent at 6,291,0,30,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,1083,5,155,Critical,Global Congruent at 2,291,0,56,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,1237,5,177,Critical,Local Incongruent,291,0,60,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,499,2,72,Critical,Local Congruent at 2,291,0,46,0,G,Local,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,1067,3,153,Control,Local Multiple Incongruent,291,0,63,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
SMFWP,21,Experiment,579,5,83,Critical,Global Incongruent,291,0,84,0,G,Global,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,991,4,142,Critical,Global Congruent at 6,291,0,133,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,596,1,86,Critical,Global Incongruent,291,0,29,0,G,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,475,6,68,Critical,Local Congruent at 2,291,0,39,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,800,2,115,Control,Local Multiple Absent,291,0,48,0,A,Local,3 Absent,Congruent Stimuli with Target
RFM,23,Experiment,1109,3,159,Critical,Global Congruent at 6,291,0,66,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,54,5,8,Control,Local Multiple Incongruent,292,0,0,0,A,Local,Multiple Congruent until P6,Congruent Stimuli with Target
SBF,1,Experiment,150,3,22,Critical,Local Congruent at 6,292,0,5,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,430,3,62,Critical,Local Congruent at 2,292,0,22,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,494,4,71,Critical,Local Incongruent,292,0,22,0,K,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1022,7,146,Critical,Global Incongruent,292,0,47,0,A,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,66,3,10,Control,Local Multiple Incongruent,292,0,22,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
ADF,3,Experiment,80,3,12,Critical,Local Congruent at 6,292,0,52,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,1227,2,176,Critical,Local Congruent at 2,292,0,30,0,G,Local,Congruent at 2,Congruent Stimuli with Target
HBF,5,Experiment,605,3,87,Critical,Local Incongruent,292,0,16,0,G,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,1245,6,178,Critical,Global Congruent at 6,292,1,266,8,A,Global,Congruent at 6,Congruent Stimuli with Target
KLF,7,Experiment,181,6,26,Critical,Global Congruent at 6,292,0,18,0,K,Global,Congruent at 6,Congruent Stimuli with Target
KLF,7,Experiment,363,6,52,Critical,Local Incongruent,292,0,32,0,U,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,411,5,59,Critical,Global Congruent at 6,292,0,32,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,600,5,86,Critical,Global Incongruent,292,0,34,0,K,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,868,7,124,Control,Local Multiple Incongruent,292,1,51,1,E,Local,Multiple Congruent until P6,Incongruent Stimuli without Target
KLF,7,Experiment,906,3,130,Critical,Global Incongruent,292,0,53,0,A,Global,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,598,3,86,Critical,Global Congruent at 2,292,0,33,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,1007,6,144,Critical,Local Congruent at 6,292,0,49,0,E,Local,Congruent at 6,Congruent Stimuli with Target
JMF,10,Experiment,762,6,109,Critical,Local Congruent at 2,292,0,43,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,1048,5,150,Critical,Global Congruent at 2,292,0,62,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,37,2,6,Critical,Global Incongruent,292,0,6,0,K,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,45,3,7,Control,Global Multiple Incongruent,292,0,6,0,A,Global,Multiple Congruent until P6,Congruent Stimuli with Target
JMJF,11,Experiment,364,7,52,Critical,Global Congruent at 2,292,0,17,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,472,3,68,Critical,Global Congruent at 6,292,0,23,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,730,2,105,Critical,Global Incongruent,292,0,69,0,U,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,399,7,57,Critical,Global Congruent at 6,292,0,33,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,548,2,79,Critical,Local Congruent at 6,292,0,42,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,953,1,137,Control,Global All Random,292,1,51,1,A,Global,All Random,Incongruent Stimuli without Target
MLF,13,Experiment,1233,1,177,Critical,Global Congruent at 2,292,0,60,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,461,6,66,Critical,Global Congruent at 2,292,0,31,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,665,7,95,Control,Local All Random,292,1,55,1,E,Local,All Random,Incongruent Stimuli without Target
DCF,15,Experiment,138,5,20,Critical,Global Congruent at 6,292,0,29,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,560,7,80,Critical,Local Congruent at 6,292,0,46,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1172,3,168,Critical,Local Congruent at 6,292,0,84,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,82,5,12,Critical,Global Congruent at 6,292,0,11,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,249,4,36,Control,Global Multiple Absent,292,0,18,0,U,Global,1 Absent,Congruent Stimuli with Target
LOF,16,Experiment,659,1,95,Control,Global Multiple Incongruent,292,0,34,0,E,Global,Multiple Congruent until P6,Congruent Stimuli with Target
DMF,17,Experiment,298,4,43,Critical,Global Incongruent,292,0,38,0,A,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,1188,5,170,Critical,Global Incongruent,292,0,86,0,E,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1085,7,155,Critical,Global Incongruent,292,0,40,0,A,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1132,5,162,Critical,Global Congruent at 2,292,0,40,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,1245,6,178,Critical,Global Congruent at 6,292,0,40,0,E,Global,Congruent at 6,Congruent Stimuli with Target
DFF,19,Experiment,990,3,142,Critical,Global Congruent at 6,292,0,52,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,468,6,67,Critical,Local Incongruent,292,0,46,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,575,1,83,Critical,Global Incongruent,292,0,46,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,973,7,139,Critical,Global Congruent at 6,292,0,60,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,293,6,42,Critical,Local Congruent at 6,292,0,49,0,A,Local,Congruent at 6,Congruent Stimuli with Target
SMFWP,21,Experiment,1196,6,171,Critical,Global Incongruent,292,0,140,0,A,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,439,5,63,Critical,Global Congruent at 2,292,0,28,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,453,5,65,Critical,Local Congruent at 6,292,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,920,3,132,Critical,Global Incongruent,292,0,44,0,E,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1122,2,161,Critical,Global Incongruent,292,0,56,0,E,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1134,7,162,Critical,Local Incongruent,292,0,56,0,A,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1145,4,164,Critical,Global Congruent at 2,292,0,56,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,1230,5,176,Critical,Local Incongruent,292,0,58,0,E,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,34,6,5,Control,Global All Random,292,1,18,1,E,Global,All Random,Incongruent Stimuli without Target
RFM,23,Experiment,146,6,21,Critical,Local Congruent at 6,292,0,27,0,G,Local,Congruent at 6,Congruent Stimuli with Target
RFM,23,Experiment,420,7,60,Control,Global Multiple Incongruent,292,0,38,0,K,Global,Multiple Congruent until P6,Congruent Stimuli with Target
RFM,23,Experiment,466,4,67,Critical,Global Congruent at 6,292,0,39,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,486,3,70,Critical,Global Congruent at 2,292,0,39,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Practice,67,4,10,Control,Global Multiple Absent,292,0,12,0,K,Global,2 Absent,Incongruent Stimuli with Target
ADF,3,Practice,25,4,4,Control,Global Multiple Absent,292,1,10,1,A,Global,3 Absent,Incongruent Stimuli without Target
ADF,3,Practice,45,3,7,Critical,Local Incongruent,292,0,17,0,A,Local,Incongruent,Incongruent Stimuli with Target
DMF,17,Practice,6,6,1,Critical,Local Congruent at 2,292,0,1,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,311,3,45,Critical,Local Congruent at 6,293,0,14,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,384,6,55,Critical,Local Incongruent,293,0,21,0,K,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,477,1,69,Critical,Global Congruent at 6,293,0,22,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,525,7,75,Critical,Global Incongruent,293,0,22,0,E,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,529,4,76,Critical,Local Incongruent,293,0,22,0,G,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,995,1,143,Control,Global All Random,293,0,43,0,K,Global,All Random,Incongruent Stimuli with Target
SBF,1,Experiment,1133,6,162,Critical,Local Incongruent,293,0,48,0,U,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,248,3,36,Critical,Local Congruent at 6,293,0,39,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,596,1,86,Critical,Global Congruent at 2,293,0,55,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,1121,1,161,Critical,Global Incongruent,293,0,85,0,U,Global,Incongruent,Incongruent Stimuli with Target
ADF,3,Experiment,575,1,83,Critical,Global Congruent at 6,293,0,114,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1043,7,149,Critical,Local Congruent at 6,293,0,198,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,958,6,137,Control,Local Multiple Incongruent,293,0,25,0,K,Local,Multiple Congruent until P6,Congruent Stimuli with Target
HWF,4,Experiment,1052,2,151,Critical,Global Congruent at 6,293,0,26,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,1070,6,153,Critical,Global Incongruent,293,0,28,0,K,Global,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,1165,3,167,Critical,Local Congruent at 2,293,0,30,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,604,2,87,Critical,Local Incongruent,293,0,16,0,G,Local,Incongruent,Incongruent Stimuli with Target
HBF,5,Experiment,684,5,98,Critical,Global Congruent at 6,293,0,17,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,236,5,34,Critical,Global Incongruent,293,0,26,0,U,Global,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,585,4,84,Critical,Global Congruent at 6,293,0,36,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,461,6,66,Critical,Global Congruent at 6,293,0,33,0,A,Global,Congruent at 6,Congruent Stimuli with Target
KLF,7,Experiment,466,4,67,Critical,Local Congruent at 2,293,0,33,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,566,6,81,Critical,Local Incongruent,293,0,34,0,E,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,941,3,135,Control,Local All Random,293,1,56,1,U,Local,All Random,Incongruent Stimuli without Target
KLF,7,Experiment,1040,4,149,Critical,Global Congruent at 6,293,0,67,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,1216,5,174,Critical,Global Congruent at 6,293,0,67,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,648,4,93,Critical,Global Congruent at 6,293,0,28,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,1121,1,161,Critical,Global Congruent at 2,293,0,56,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,571,4,82,Critical,Global Incongruent,293,0,33,0,U,Global,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1004,3,144,Critical,Local Congruent at 6,293,0,49,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,528,3,76,Critical,Global Congruent at 6,293,0,38,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,563,3,81,Critical,Global Congruent at 6,293,0,38,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,601,6,86,Critical,Local Congruent at 2,293,0,38,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,701,1,101,Control,Global All Random,293,0,40,0,A,Global,All Random,Congruent Stimuli with Target
JMF,10,Experiment,754,5,108,Critical,Local Incongruent,293,0,43,0,U,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,760,4,109,Critical,Local Congruent at 2,293,0,43,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,805,7,115,Critical,Global Incongruent,293,0,45,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,1240,1,178,Critical,Global Incongruent,293,0,65,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,488,5,70,Critical,Global Congruent at 6,293,0,23,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,670,5,96,Critical,Global Congruent at 2,293,0,25,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,1103,4,158,Critical,Global Incongruent,293,0,39,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,1216,5,174,Critical,Local Congruent at 2,293,0,39,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,14,7,2,Critical,Local Congruent at 6,293,0,20,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,706,6,101,Control,Local All Random,293,0,67,0,A,Local,All Random,Congruent Stimuli with Target
VSF,12,Experiment,930,6,133,Critical,Local Congruent at 2,293,0,100,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,1163,1,167,Critical,Local Incongruent,293,0,122,0,A,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,321,6,46,Critical,Global Congruent at 2,293,0,30,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,381,3,55,Critical,Local Congruent at 2,293,0,32,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,215,5,31,Critical,Global Congruent at 6,293,0,20,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,221,4,32,Control,Global Multiple Incongruent,293,0,20,0,G,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
SEF,14,Experiment,336,7,48,Critical,Global Congruent at 2,293,0,27,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,423,3,61,Critical,Local Incongruent,293,0,31,0,K,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,732,4,105,Critical,Global Congruent at 6,293,0,63,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,258,6,37,Critical,Global Congruent at 6,293,0,39,0,A,Global,Congruent at 6,Congruent Stimuli with Target
DCF,15,Experiment,589,1,85,Critical,Global Congruent at 6,293,0,46,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,664,6,95,Critical,Local Congruent at 2,293,0,52,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1127,7,161,Critical,Global Congruent at 6,293,0,84,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1164,2,167,Critical,Global Congruent at 2,293,0,84,0,A,Global,Congruent at 2,Congruent Stimuli with Target
DCF,15,Experiment,1234,2,177,Critical,Local Incongruent,293,0,86,0,G,Local,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,1255,2,180,Critical,Local Incongruent,293,0,86,0,K,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,501,4,72,Critical,Global Congruent at 2,293,0,34,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,647,3,93,Critical,Local Congruent at 2,293,0,34,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,790,6,113,Control,Local Multiple Incongruent,293,0,46,0,G,Local,Multiple Congruent until P6,Congruent Stimuli with Target
LOF,16,Experiment,935,4,134,Critical,Local Congruent at 6,293,0,62,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,963,4,138,Critical,Local Congruent at 6,293,0,63,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1056,6,151,Critical,Global Congruent at 6,293,0,67,0,K,Global,Congruent at 6,Congruent Stimuli with Target
LOF,16,Experiment,1204,7,172,Critical,Global Incongruent,293,0,73,0,G,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,306,5,44,Critical,Local Congruent at 6,293,0,38,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,318,3,46,Critical,Global Congruent at 2,293,0,39,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,781,4,112,Control,Local Multiple Absent,293,0,68,0,K,Local,1 Absent,Incongruent Stimuli with Target
DMF,17,Experiment,845,5,121,Critical,Global Congruent at 6,293,0,71,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,993,6,142,Critical,Global Incongruent,293,0,79,0,E,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,1132,5,162,Critical,Local Incongruent,293,0,85,0,G,Local,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,1185,2,170,Critical,Global Incongruent,293,0,86,0,E,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,604,2,87,Critical,Global Congruent at 2,293,0,30,0,K,Global,Congruent at 2,Congruent Stimuli with Target
DFF,19,Experiment,495,5,71,Critical,Global Congruent at 6,293,0,30,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,563,3,81,Critical,Global Incongruent,293,0,32,0,E,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1102,3,158,Critical,Local Incongruent,293,0,56,0,A,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,528,3,76,Critical,Global Congruent at 2,293,0,46,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,626,3,90,Critical,Global Congruent at 2,293,0,46,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,708,1,102,Critical,Global Congruent at 2,293,0,51,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,747,5,107,Critical,Global Incongruent,293,0,51,0,K,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,967,1,139,Critical,Global Congruent at 6,293,0,60,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1070,6,153,Control,Local Multiple Incongruent,293,0,63,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
JAF,20,Experiment,1074,3,154,Control,Local Multiple Absent,293,1,64,1,G,Local,5 Absent,Random Stimuli
JAF,20,Experiment,1144,3,164,Critical,Global Incongruent,293,0,64,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1234,2,177,Critical,Global Congruent at 2,293,0,65,0,E,Global,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,164,3,24,Control,Global Multiple Incongruent,293,0,36,0,G,Global,Multiple Congruent until P6,Congruent Stimuli with Target
SMFWP,21,Experiment,373,2,54,Control,Global Multiple Incongruent,293,0,61,0,U,Global,Multiple Congruent until P2,Congruent Stimuli with Target
SMFWP,21,Experiment,423,3,61,Critical,Global Incongruent,293,0,63,0,E,Global,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,432,5,62,Control,Local Multiple Absent,293,1,66,1,U,Local,3 Absent,Congruent Stimuli with Target
SMFWP,21,Experiment,582,1,84,Critical,Local Incongruent,293,0,84,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,444,3,64,Critical,Global Incongruent,293,0,28,0,K,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,925,1,133,Critical,Local Congruent at 6,293,0,44,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,476,7,68,Critical,Local Congruent at 2,293,0,39,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,615,6,88,Critical,Local Incongruent,293,0,42,0,A,Local,Incongruent,Incongruent Stimuli with Target
ADF,3,Practice,39,4,6,Control,Local All Random,293,1,15,2,U,Local,All Random,Random Stimuli
SEF,14,Practice,6,6,1,Critical,Global Congruent at 2,293,0,3,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Practice,10,3,2,Critical,Global Congruent at 6,293,0,0,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Practice,6,6,1,Control,Global Multiple Incongruent,293,0,4,0,A,Global,Multiple Congruent until P6,Congruent Stimuli with Target
SSF,18,Practice,35,7,5,Critical,Global Incongruent,293,0,17,0,E,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,459,4,66,Critical,Global Incongruent,294,0,22,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,572,5,82,Critical,Global Congruent at 6,294,0,22,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,838,5,120,Critical,Global Congruent at 6,294,0,39,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,901,5,129,Critical,Local Congruent at 2,294,0,41,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,398,6,57,Critical,Global Congruent at 2,294,0,15,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,459,4,66,Critical,Global Congruent at 2,294,0,16,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,635,5,91,Critical,Local Congruent at 6,294,0,16,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
