F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
SEF,14,Experiment,671,6,96,Critical,Global Congruent at 6,219,0,55,0,U,Global,Congruent at 6,Congruent Stimuli with Target
SEF,14,Experiment,684,5,98,Critical,Local Congruent at 2,219,0,56,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,955,3,137,Critical,Local Congruent at 6,219,0,78,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,1067,3,153,Critical,Global Congruent at 2,219,0,83,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,1096,4,157,Critical,Local Congruent at 2,219,0,89,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,1137,3,163,Critical,Global Congruent at 2,219,0,89,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SEF,14,Experiment,1149,1,165,Critical,Global Incongruent,219,0,89,0,K,Global,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,1174,5,168,Critical,Local Incongruent,219,0,89,0,A,Local,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,56,7,8,Critical,Global Incongruent,219,0,18,0,E,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,422,2,61,Critical,Global Congruent at 6,219,0,45,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,486,3,70,Critical,Global Congruent at 2,219,0,46,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,487,4,70,Critical,Global Congruent at 2,219,0,46,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,549,3,79,Critical,Global Congruent at 6,219,0,46,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,601,6,86,Critical,Local Congruent at 2,219,0,46,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,606,4,87,Critical,Global Congruent at 2,219,0,46,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,709,2,102,Critical,Global Congruent at 6,219,0,57,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,784,7,112,Critical,Global Congruent at 2,219,0,62,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,789,5,113,Critical,Global Congruent at 6,219,0,62,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,828,2,119,Critical,Local Congruent at 2,219,0,63,0,U,Local,Congruent at 2,Congruent Stimuli with Target
DCF,15,Experiment,830,4,119,Critical,Local Congruent at 2,219,0,63,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,881,6,126,Critical,Global Congruent at 2,219,0,64,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,923,6,132,Critical,Global Incongruent,219,0,64,0,K,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,925,1,133,Critical,Global Congruent at 6,219,0,64,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,954,2,137,Critical,Global Congruent at 2,219,0,65,0,E,Global,Congruent at 2,Congruent Stimuli with Target
DCF,15,Experiment,1025,3,147,Critical,Global Incongruent,219,0,73,0,K,Global,Incongruent,Incongruent Stimuli with Target
DCF,15,Experiment,1050,7,150,Critical,Global Congruent at 6,219,0,75,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1095,3,157,Critical,Global Congruent at 2,219,0,79,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1161,6,166,Critical,Local Congruent at 2,219,0,84,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1225,7,175,Critical,Local Congruent at 2,219,0,86,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1227,2,176,Critical,Global Congruent at 6,219,0,86,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,1236,4,177,Critical,Local Incongruent,219,0,86,0,G,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,549,3,79,Critical,Local Congruent at 6,219,0,34,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,571,4,82,Critical,Global Congruent at 6,219,0,34,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,594,6,85,Critical,Local Congruent at 6,219,0,34,0,U,Local,Congruent at 6,Congruent Stimuli with Target
LOF,16,Experiment,601,6,86,Critical,Global Congruent at 2,219,0,34,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,625,2,90,Critical,Global Congruent at 2,219,0,34,0,K,Global,Congruent at 2,Congruent Stimuli with Target
LOF,16,Experiment,626,3,90,Critical,Global Congruent at 2,219,0,34,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,633,3,91,Critical,Global Congruent at 2,219,0,34,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,815,3,117,Critical,Global Congruent at 2,219,0,49,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,823,4,118,Critical,Global Congruent at 6,219,0,49,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,1103,4,158,Critical,Local Congruent at 2,219,0,73,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,1106,7,158,Critical,Local Congruent at 2,219,0,73,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,1153,5,165,Critical,Local Congruent at 2,219,0,73,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,1208,4,173,Critical,Global Incongruent,219,0,73,0,U,Global,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,1252,6,179,Critical,Global Congruent at 6,219,0,74,0,A,Global,Congruent at 6,Congruent Stimuli with Target
LOF,16,Experiment,1256,3,180,Critical,Global Congruent at 2,219,0,74,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,326,4,47,Critical,Global Congruent at 2,219,0,39,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,431,4,62,Critical,Global Incongruent,219,0,48,0,U,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,1068,4,153,Critical,Global Congruent at 6,219,0,85,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,1125,5,161,Critical,Global Congruent at 2,219,0,85,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,1201,4,172,Critical,Global Congruent at 2,219,0,86,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,1206,2,173,Critical,Local Congruent at 6,219,0,86,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,1207,3,173,Critical,Local Congruent at 6,219,0,86,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,1252,6,179,Critical,Global Congruent at 2,219,0,86,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,1257,4,180,Critical,Local Incongruent,219,0,86,0,E,Local,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,1259,6,180,Critical,Local Incongruent,219,0,86,0,E,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1256,3,180,Critical,Local Congruent at 6,219,0,40,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,979,6,140,Critical,Local Incongruent,219,0,50,0,A,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1169,7,167,Critical,Local Incongruent,219,0,59,0,G,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1174,5,168,Critical,Global Congruent at 6,219,0,59,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1167,5,167,Critical,Global Congruent at 6,219,0,65,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,1248,2,179,Critical,Global Congruent at 2,219,0,65,0,A,Global,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,130,4,19,Critical,Global Congruent at 6,219,0,33,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,478,2,69,Critical,Global Congruent at 2,219,0,78,0,U,Global,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,569,2,82,Critical,Local Congruent at 6,219,0,84,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,606,4,87,Critical,Local Congruent at 2,219,0,84,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,670,5,96,Critical,Local Congruent at 6,219,0,93,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,674,2,97,Critical,Local Congruent at 6,219,0,93,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,712,5,102,Critical,Local Congruent at 6,219,0,99,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,731,3,105,Critical,Global Congruent at 2,219,0,105,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1028,6,147,Critical,Local Congruent at 6,219,0,133,0,U,Local,Congruent at 6,Congruent Stimuli with Target
SMFWP,21,Experiment,1077,6,154,Critical,Local Congruent at 2,219,0,140,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1080,2,155,Critical,Local Incongruent,219,0,140,0,G,Local,Incongruent,Incongruent Stimuli with Target
SMFWP,21,Experiment,1108,2,159,Critical,Local Congruent at 2,219,0,140,0,A,Local,Congruent at 2,Congruent Stimuli with Target
SMFWP,21,Experiment,1117,4,160,Critical,Local Congruent at 6,219,0,140,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,1239,7,177,Critical,Local Congruent at 6,219,0,141,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,1252,6,179,Critical,Local Incongruent,219,0,141,0,E,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,513,2,74,Critical,Local Congruent at 2,219,0,29,0,E,Local,Congruent at 2,Congruent Stimuli with Target
ALF,22,Experiment,562,2,81,Critical,Local Congruent at 2,219,0,29,0,G,Local,Congruent at 2,Congruent Stimuli with Target
ALF,22,Experiment,565,5,81,Critical,Local Congruent at 2,219,0,29,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,626,3,90,Critical,Global Congruent at 2,219,0,29,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,834,1,120,Critical,Global Congruent at 6,219,0,39,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,1120,7,160,Critical,Local Congruent at 6,219,0,56,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,1203,6,172,Critical,Global Congruent at 6,219,0,58,0,U,Global,Congruent at 6,Congruent Stimuli with Target
ALF,22,Experiment,1210,6,173,Critical,Global Congruent at 6,219,0,58,0,E,Global,Congruent at 6,Congruent Stimuli with Target
ALF,22,Experiment,1216,5,174,Critical,Global Congruent at 6,219,0,58,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,1228,3,176,Critical,Local Incongruent,219,0,58,0,E,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,444,3,64,Critical,Global Congruent at 2,219,0,39,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,465,3,67,Critical,Global Congruent at 6,219,0,39,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,524,6,75,Critical,Local Congruent at 2,219,0,40,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,537,5,77,Critical,Global Congruent at 6,219,0,40,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,548,2,79,Critical,Local Incongruent,219,0,40,0,U,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,628,5,90,Critical,Global Congruent at 2,219,0,42,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,697,4,100,Critical,Global Congruent at 6,219,0,44,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,721,7,103,Critical,Local Incongruent,219,0,44,0,U,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,1131,4,162,Critical,Local Congruent at 6,219,0,66,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,1151,3,165,Critical,Global Incongruent,219,0,66,0,U,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,1239,7,177,Critical,Global Congruent at 2,219,0,66,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,1241,2,178,Critical,Global Congruent at 2,219,0,66,0,K,Global,Congruent at 2,Congruent Stimuli with Target
RFM,23,Experiment,1250,4,179,Critical,Global Congruent at 2,219,0,66,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,47,5,7,Critical,Global Incongruent,220,0,0,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,61,5,9,Critical,Global Incongruent,220,0,0,0,U,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,254,2,37,Critical,Global Incongruent,220,0,12,0,A,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,432,5,62,Critical,Local Congruent at 2,220,0,22,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,438,4,63,Critical,Local Incongruent,220,0,22,0,U,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,447,6,64,Critical,Global Congruent at 2,220,0,22,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,483,7,69,Critical,Global Congruent at 6,220,0,22,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,484,1,70,Critical,Global Congruent at 2,220,0,22,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,523,5,75,Critical,Global Incongruent,220,0,22,0,E,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,532,7,76,Critical,Local Incongruent,220,0,22,0,G,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,537,5,77,Critical,Global Congruent at 6,220,0,22,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,538,6,77,Critical,Global Congruent at 6,220,0,22,0,G,Global,Congruent at 6,Congruent Stimuli with Target
SBF,1,Experiment,541,2,78,Critical,Global Incongruent,220,0,22,0,A,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,543,4,78,Critical,Global Incongruent,220,0,22,0,A,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,545,6,78,Critical,Global Incongruent,220,0,22,0,A,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,553,7,79,Critical,Global Congruent at 6,220,0,22,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,578,4,83,Critical,Local Congruent at 2,220,0,22,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,580,6,83,Critical,Local Congruent at 2,220,0,22,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,588,7,84,Critical,Global Incongruent,220,0,22,0,G,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,594,6,85,Critical,Local Congruent at 6,220,0,22,0,K,Local,Congruent at 6,Congruent Stimuli with Target
SBF,1,Experiment,598,3,86,Critical,Local Incongruent,220,0,22,0,E,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,600,5,86,Critical,Local Incongruent,220,0,22,0,E,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,613,4,88,Critical,Global Congruent at 2,220,0,22,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,630,7,90,Critical,Global Incongruent,220,0,22,0,U,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,910,7,130,Critical,Local Congruent at 6,220,0,41,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,948,3,136,Critical,Local Congruent at 2,220,0,42,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,978,5,140,Critical,Global Congruent at 6,220,0,43,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1053,3,151,Critical,Global Congruent at 2,220,0,48,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1070,6,153,Critical,Local Congruent at 2,220,0,48,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1081,3,155,Critical,Local Incongruent,220,0,48,0,K,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1085,7,155,Critical,Local Incongruent,220,0,48,0,K,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1096,4,157,Critical,Global Congruent at 6,220,0,48,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1097,5,157,Critical,Global Congruent at 6,220,0,48,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1103,4,158,Critical,Global Congruent at 2,220,0,48,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1106,7,158,Critical,Global Congruent at 2,220,0,48,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1107,1,159,Critical,Local Congruent at 2,220,0,48,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1112,6,159,Critical,Local Congruent at 2,220,0,48,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1122,2,161,Critical,Global Congruent at 6,220,0,48,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1129,2,162,Critical,Local Incongruent,220,0,48,0,U,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1137,3,163,Critical,Global Congruent at 2,220,0,48,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1138,4,163,Critical,Global Congruent at 2,220,0,48,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1167,5,167,Critical,Local Incongruent,220,0,48,0,G,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1177,1,169,Critical,Global Incongruent,220,0,48,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1178,2,169,Critical,Global Incongruent,220,0,48,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1180,4,169,Critical,Global Incongruent,220,0,48,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1182,6,169,Critical,Global Incongruent,220,0,48,0,K,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1188,5,170,Critical,Global Incongruent,220,0,48,0,G,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1198,1,172,Critical,Local Congruent at 6,220,0,48,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1203,6,172,Critical,Local Congruent at 6,220,0,48,0,U,Local,Congruent at 6,Congruent Stimuli with Target
SBF,1,Experiment,1204,7,172,Critical,Local Congruent at 6,220,0,48,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1205,1,173,Critical,Global Congruent at 6,220,0,48,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1209,5,173,Critical,Global Congruent at 6,220,0,48,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1225,7,175,Critical,Global Incongruent,220,0,48,0,U,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1226,1,176,Critical,Global Congruent at 2,220,0,48,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1227,2,176,Critical,Global Congruent at 2,220,0,48,0,A,Global,Congruent at 2,Congruent Stimuli with Target
SBF,1,Experiment,1230,5,176,Critical,Global Congruent at 2,220,0,48,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1231,6,176,Critical,Global Congruent at 2,220,0,48,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1233,1,177,Critical,Global Congruent at 2,220,0,48,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
SBF,1,Experiment,1234,2,177,Critical,Global Congruent at 2,220,0,48,0,U,Global,Congruent at 2,Congruent Stimuli with Target
SBF,1,Experiment,1247,1,179,Critical,Local Congruent at 6,220,0,48,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1250,4,179,Critical,Local Congruent at 6,220,0,48,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,1255,2,180,Critical,Global Incongruent,220,0,48,0,E,Global,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,1259,6,180,Critical,Global Incongruent,220,0,48,0,E,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,9,2,2,Critical,Global Incongruent,220,0,17,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,11,4,2,Critical,Global Incongruent,220,0,17,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,30,2,5,Critical,Local Incongruent,220,0,18,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,31,3,5,Critical,Local Incongruent,220,0,18,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,32,4,5,Critical,Local Incongruent,220,0,18,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,35,7,5,Critical,Local Incongruent,220,0,18,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,39,4,6,Critical,Global Congruent at 6,220,0,18,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,41,6,6,Critical,Global Congruent at 6,220,0,18,0,E,Global,Congruent at 6,Congruent Stimuli with Target
FTM,2,Experiment,42,7,6,Critical,Global Congruent at 6,220,0,18,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,131,5,19,Critical,Local Incongruent,220,0,28,0,U,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,142,2,21,Critical,Local Congruent at 6,220,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,143,3,21,Critical,Local Congruent at 6,220,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,179,4,26,Critical,Global Congruent at 2,220,0,38,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,198,2,29,Critical,Local Congruent at 6,220,0,38,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,227,3,33,Critical,Global Congruent at 2,220,0,39,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,230,6,33,Critical,Global Congruent at 2,220,0,39,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,244,6,35,Critical,Local Congruent at 2,220,0,39,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,270,4,39,Critical,Local Congruent at 2,220,0,40,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,280,7,40,Critical,Local Congruent at 6,220,0,40,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,303,2,44,Critical,Global Congruent at 2,220,0,43,0,G,Global,Congruent at 2,Congruent Stimuli with Target
FTM,2,Experiment,304,3,44,Critical,Global Congruent at 2,220,0,43,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,315,7,45,Critical,Global Incongruent,220,0,43,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,353,3,51,Critical,Global Congruent at 6,220,0,44,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,375,4,54,Critical,Local Congruent at 6,220,0,45,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,386,1,56,Critical,Global Incongruent,220,0,46,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,446,5,64,Critical,Local Congruent at 2,220,0,50,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,450,2,65,Critical,Local Incongruent,220,0,50,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,509,5,73,Critical,Local Incongruent,220,0,52,0,K,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,515,4,74,Critical,Global Congruent at 2,220,0,52,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,527,2,76,Critical,Local Incongruent,220,0,52,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,532,7,76,Critical,Local Incongruent,220,0,52,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,537,5,77,Critical,Local Congruent at 6,220,0,52,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,547,1,79,Critical,Global Incongruent,220,0,53,0,K,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,557,4,80,Critical,Local Incongruent,220,0,54,0,U,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,559,6,80,Critical,Local Incongruent,220,0,54,0,U,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,562,2,81,Critical,Local Congruent at 6,220,0,54,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,575,1,83,Critical,Global Incongruent,220,0,54,0,A,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,584,3,84,Critical,Global Congruent at 6,220,0,54,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,593,5,85,Critical,Local Congruent at 6,220,0,55,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,601,6,86,Critical,Global Congruent at 2,220,0,56,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,610,1,88,Critical,Global Congruent at 6,220,0,57,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,630,7,90,Critical,Global Incongruent,220,0,57,0,E,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,652,1,94,Critical,Global Congruent at 6,220,0,57,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
FTM,2,Experiment,685,6,98,Critical,Local Incongruent,220,0,60,0,U,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,745,3,107,Critical,Local Incongruent,220,0,64,0,G,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,750,1,108,Critical,Global Incongruent,220,0,64,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,752,3,108,Critical,Global Incongruent,220,0,64,0,G,Global,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,766,3,110,Critical,Local Incongruent,220,0,65,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,770,7,110,Critical,Local Incongruent,220,0,65,0,A,Local,Incongruent,Incongruent Stimuli with Target
FTM,2,Experiment,789,5,113,Critical,Local Congruent at 6,220,0,66,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
